Event,Site,Date,White,Black,WhiteElo,BlackElo,Opening Code,Result,Termination,Moves,Outcome,Opening
Live Chess,Chess.com,2022-09-24,Amer066,omarsayeh,833,844,A40,0-1,omarsayeh won by resignation,"['d2d4', 'c7c6', 'e2e3', 'd7d5', 'g1f3', 'g8f6', 'b2b3', 'c8g4', 'c1b2', 'e7e6', 'f1e2', 'c6c5', 'b1d2', 'c5d4', 'b2d4', 'b8c6', 'd4b2', 'g4f5', 'e2b5', 'a7a6', 'b5c6', 'b7c6', 'f3h4', 'f5g4', 'h4f3', 'f8c5', 'b2c1', 'e8g8', 'e1g1', 'f6e4', 'd2e4', 'd5e4', 'd1d8', 'a8d8', 'f3e5', 'g4f5', 'e5c6', 'd8d6', 'c6e7', 'g8h8', 'e7f5', 'e6f5', 'c1b2', 'd6d2', 'a1c1', 'h8g8', 'a2a3', 'g7g5', 'b3b4', 'c5b6', 'b2f6', 'h7h6', 'f1d1', 'd2e2', 'a3a4', 'a6a5', 'b4b5', 'f5f4', 'e3f4', 'g5f4', 'f6e5', 'e4e3', 'f2e3', 'f4e3', 'e5d4', 'b6d4', 'd1d4', 'e2d2', 'd4d2', 'e3d2', 'c1d1', 'f8d8', 'b5b6', 'g8f8', 'b6b7', 'd8b8', 'd1d2', 'b8b7', 'd2d5', 'b7b1', 'g1f2', 'b1b2', 'd5c5', 'f8e7', 'f2e1', 'e7d6', 'c5c3', 'd6d5', 'e1d2', 'b2b4', 'c3a3', 'f7f5', 'c2c3', 'b4b2', 'd2d3', 'b2g2', 'c3c4', 'd5e5', 'c4c5', 'f5f4', 'c5c6', 'f4f3', 'c6c7', 'f3f2', 'c7c8q', 'f2f1q', 'd3c3', 'f1f3', 'c3c4', 'f3a3', 'c8c5', 'e5e4', 'c5a5', 'g2c2', 'c4b5', 'a3b3', 'a5b4', 'b3b4', 'b5b4', 'c2h2', 'a4a5', 'h2a2', 'b4b5', 'a2a5', 'b5a5', 'h6h5']",Won as Black,A40: Queen's pawn
Live Chess,Chess.com,2022-09-24,Maurixiobche,omarsayeh,826,836,A00,0-1,omarsayeh won by checkmate,"['c2c3', 'e7e5', 'e2e3', 'b8c6', 'a2a4', 'f7f6', 'h2h4', 'g8e7', 'h4h5', 'h7h6', 'a4a5', 'a7a6', 'd2d4', 'e7d5', 'd1f3', 'd5e7', 'f3e2', 'd7d5', 'f2f4', 'e5e4', 'g2g3', 'e7f5', 'e2d2', 'f5g3', 'h1h2', 'c8g4', 'f1h3', 'g4h5', 'h2g2', 'g3f5', 'h3f5', 'c6e7', 'f5g4', 'h5g4', 'g2g4', 'e7f5', 'd2h2', 'd8d7', 'b2b4', 'f5d4', 'e3d4', 'd7g4', 'a1a2', 'f8d6', 'a2g2', 'g4f5', 'g2g7', 'e8c8', 'c1e3', 'c7c5', 'b4c5', 'd6c7', 'b1a3', 'c7a5', 'e1d2', 'h8g8', 'g7g8', 'd8g8', 'g1e2', 'g8h8', 'd2c2', 'h6h5', 'c3c4', 'h5h4', 'c5c6', 'b7c6', 'c4d5', 'f5d5', 'h2h3', 'c8c7', 'e2c3', 'a5c3', 'c2c3', 'd5a5', 'c3b3', 'c7b6', 'd4d5', 'b6c7', 'h3e6', 'a5d5', 'e6d5', 'c6d5', 'f4f5', 'h4h3', 'e3f4', 'c7d7', 'b3b4', 'd5d4', 'b4c5', 'd4d3', 'a3c4', 'h3h2', 'f4h2', 'h8h2', 'c4b6', 'd7c7', 'b6d5', 'c7d7', 'd5f6', 'd7e7', 'f6e4', 'd3d2', 'f5f6', 'e7f8', 'e4d2', 'h2d2', 'c5b6', 'd2a2', 'b6b7', 'f8f7', 'b7b6', 'f7f6', 'b6c5', 'a6a5', 'c5c4', 'a5a4', 'c4c3', 'f6e5', 'c3b4', 'e5d4', 'b4b5', 'd4c3', 'b5c5', 'a4a3', 'c5b5', 'a2b2', 'b5a4', 'a3a2', 'a4a3', 'a2a1q']",Won as Black,A00: Polish (Sokolsky) opening
Live Chess,Chess.com,2022-09-25,LCGDev,omarsayeh,944,893,B10,1-0,LCGDev won - game abandoned,"['e2e4', 'c7c6', 'd1h5', 'g8f6', 'h5f3', 'd7d5', 'e4d5', 'c6d5', 'b1c3', 'c8g4', 'f3g3', 'e7e6', 'd2d3', 'b8c6', 'c1g5', 'f8e7', 'g5f6', 'e7f6', 'g3g4', 'c6d4', 'g4d1', 'e8g8', 'c3e2', 'd8a5', 'c2c3', 'd4f5', 'g1f3', 'f5h4', 'f3h4', 'f6h4', 'g2g3', 'h4f6', 'b2b4', 'a5c7', 'f1g2', 'a7a5', 'a2a3', 'a5b4', 'a3b4', 'a8a1', 'd1a1', 'f8e8', 'a1a4', 'f6c3', 'e2c3', 'c7c3', 'e1e2', 'c3c2', 'e2e1', 'c2a4', 'e1e2', 'a4b4', 'h2h4', 'g7g6', 'f2f4', 'e8c8', 'e2e3', 'b4d4', 'e3d4', 'b7b5', 'h1b1', 'c8b8', 'b1b4', 'g8g7', 'g2f3', 'f7f6', 'f3d1', 'g7f7', 'd1a4', 'e6e5', 'f4e5', 'f6f5', 'b4b5', 'b8b5', 'a4b5', 'f7e6', 'b5c6', 'h7h5', 'c6d5', 'e6d7', 'd5f7', 'g6g5', 'h4g5', 'f5f4', 'g3f4', 'h5h4', 'f7h5', 'h4h3', 'h5f3', 'h3h2', 'g5g6', 'd7e7', 'f4f5', 'e7f8', 'f5f6', 'f8g8', 'f6f7', 'g8f8', 'e5e6', 'f8g7', 'e6e7', 'h2h1q', 'f3h1']",Lost as Black,The Complete Guide to Mastering the Caro-Kann Defense
Live Chess,Chess.com,2022-09-25,astikanand17,omarsayeh,899,893,A40,0-1,omarsayeh won by checkmate,"['d2d4', 'c7c6', 'd4d5', 'g8f6', 'c2c4', 'g7g6', 'b2b4', 'f8g7', 'c1b2', 'e8g8', 'f2f3', 'b8a6', 'a2a3', 'b7b6', 'g2g4', 'c8b7', 'g4g5', 'f6e8', 'b2g7', 'g8g7', 'd1d4', 'g7g8', 'e2e4', 'c6d5', 'e4d5', 'e8d6', 'b4b5', 'd6f5', 'd4f4', 'd8c7', 'f4c7', 'a6c7', 'f1d3', 'f5e3', 'b1c3', 'e7e6', 'd3e4', 'a8e8', 'd5d6', 'b7e4', 'f3e4', 'e3c2', 'e1d2', 'c2a1', 'd6c7', 'e8c8', 'g1f3', 'a1b3', 'd2c2', 'b3c5', 'h1d1', 'c8c7', 'f3e5', 'f7f6', 'e5g4', 'f6f5', 'g4h6', 'g8g7', 'e4e5', 'f5f4', 'h6g4', 'f8f5', 'h2h4', 'c5b7', 'd1d4', 'f4f3', 'c3e4', 'b7c5', 'e4d6', 'f5f8', 'h4h5', 'g6h5', 'g4h6', 'f3f2', 'd4d1', 'h5h4', 'd1f1', 'h4h3', 'd6e4', 'c5e4', 'c2d3', 'e4g5', 'h6g4', 'f8f3', 'd3e2', 'c7c4', 'g4f2', 'c4c2', 'e2d1', 'c2f2', 'f1f2', 'f3f2', 'd1e1', 'f2f3', 'e1e2', 'h3h2', 'e2e1', 'h2h1q', 'e1d2', 'h1h2', 'd2e1', 'h2f2', 'e1d1', 'f3d3', 'd1c1', 'f2d2', 'c1b1', 'd3b3', 'b1a1', 'd2b2']",Won as Black,A40: Queen's pawn
Live Chess,Chess.com,2022-09-25,omarsayeh,szurkeattila,884,837,A40,1-0,omarsayeh won by checkmate,"['d2d4', 'e7e6', 'c1f4', 'b8c6', 'e2e3', 'h7h6', 'h2h4', 'g7g6', 'b1c3', 'f8g7', 'g1f3', 'f7f6', 'f1c4', 'g6g5', 'h4g5', 'f6g5', 'f4e5', 'g7e5', 'f3e5', 'c6e5', 'd4e5', 'h6h5', 'g2g4', 'h5h4', 'c3e4', 'c7c6', 'e4d6', 'e8e7', 'f2f4', 'd8a5', 'c2c3', 'g5f4', 'e3f4', 'a5b6', 'd1d2', 'c6c5', 'e1c1', 'b6a5', 'f4f5', 'b7b6', 'f5f6', 'e7f8', 'g4g5', 'a7a6', 'g5g6', 'h8h5', 'g6g7']",Won as White,A40: Queen's pawn
Live Chess,Chess.com,2022-09-25,omarsayeh,saaaamer,900,846,A40,1-0,omarsayeh won by resignation,"['d2d4', 'e7e6', 'c1f4', 'c7c5', 'g1f3', 'c5d4', 'f3d4', 'a7a6', 'b1c3', 'h7h6', 'e2e4', 'd8e7', 'f1c4', 'e6e5', 'c3d5', 'e7d6', 'd4f5', 'd6c6']",Won as White,A40: Queen's pawn
Live Chess,Chess.com,2022-09-26,juan9459,omarsayeh,904,910,B12,0-1,omarsayeh won by resignation,"['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4e5', 'e7e6', 'f1e2', 'c6c5', 'g1h3', 'b8c6', 'c2c3', 'f7f6', 'e2b5', 'c8d7', 'd1f3', 'f6e5', 'b5c6', 'd7c6', 'e1g1', 'e5d4', 'f1e1', 'c6d7', 'c3d4', 'c5d4', 'f3d5', 'f8b4', 'e1e6', 'd7e6', 'd5e6', 'd8e7', 'e6e7', 'g8e7', 'c1g5', 'e7d5', 'a2a3', 'b4c5', 'b2b4', 'c5e7', 'b1d2', 'e7g5', 'h3g5', 'e8g8', 'g5e6', 'f8e8', 'e6c7', 'd5c7', 'g2g3', 'e8e2', 'd2c4', 'd4d3', 'a1d1', 'a8d8', 'c4d2', 'c7d5', 'd2f3', 'd5c3']",Won as Black,B12: Caro-Kann defence
Live Chess,Chess.com,2022-09-26,omarsayeh,RakRed,902,929,D00,1-0,omarsayeh won by checkmate,"['d2d4', 'd7d5', 'c1f4', 'b8c6', 'g1f3', 'c8f5', 'e2e3', 'e7e6', 'f1b5', 'f8d6', 'f4e5', 'g8f6', 'e5f6', 'd8f6', 'b1d2', 'e8g8', 'h2h3', 'c6a5', 'g2g4', 'f5g6', 'd1e2', 'a7a6', 'b5d3', 'h7h6', 'e3e4', 'd5e4', 'd2e4', 'g6e4', 'e2e4', 'd6f4', 'e4h7']",Won as White,D00: Queen's pawn game
Live Chess,Chess.com,2022-09-27,baptwooo,omarsayeh,870,910,B15,0-1,omarsayeh won by resignation,"['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1c3', 'e7e6', 'c1f4', 'g8f6', 'e4e5', 'f6d7', 'g1f3', 'c6c5', 'd4c5', 'f8c5', 'f4g5', 'd8b6', 'g5e3', 'b8c6', 'f1b5', 'd5d4', 'e3d4', 'c6d4', 'f3d4', 'c5d4', 'd1d4', 'b6d4', 'c3e2', 'd4b2', 'a1d1', 'b2b5']",Won as Black,B15: Caro-Kann defence
Live Chess,Chess.com,2022-09-27,peterkr,omarsayeh,870,916,B13,1/2-1/2,Game drawn by stalemate,"['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4d5', 'c6d5', 'f1b5', 'c8d7', 'b5d7', 'b8d7', 'g1f3', 'g8f6', 'e1g1', 'e7e6', 'f3e5', 'd7e5', 'd4e5', 'f6e4', 'f2f3', 'e4g5', 'h2h4', 'g5f3', 'g2f3', 'd8h4', 'd1e2', 'f8c5', 'c1e3', 'h4g5', 'g1h2', 'c5e3', 'f1g1', 'e3g1', 'h2h1', 'g1d4', 'b1d2', 'd4e5', 'a1g1', 'g5h5', 'h1g2', 'h5h2', 'g2f1', 'h2e2', 'f1e2', 'e5b2', 'g1b1', 'b2c3', 'd2f1', 'e8g8', 'b1b7', 'f8b8', 'b7b3', 'b8b3', 'a2b3', 'a8c8', 'e2d3', 'g7g5', 'f1e3', 'f7f5', 'e3d1', 'c3e5', 'd1e3', 'h7h5', 'c2c3', 'c8c3', 'd3d2', 'c3e3', 'd2e3', 'h5h4', 'e3f2', 'e5d4', 'f2g2', 'e6e5', 'g2h3', 'e5e4', 'f3e4', 'd5e4', 'h3g2', 'e4e3', 'g2f1', 'f5f4', 'f1e2', 'g5g4', 'e2d3', 'h4h3', 'd3d4', 'e3e2', 'd4d3', 'e2e1q', 'd3c4', 'h3h2', 'c4d3', 'h2h1q', 'd3c4', 'g4g3', 'c4b5', 'g3g2', 'b5c4', 'g2g1q', 'c4d3', 'f4f3', 'd3c2', 'f3f2', 'c2b2', 'f2f1q', 'b2a3', 'e1a1', 'a3b4', 'f1f4', 'b4b5', 'g1b1', 'b5c5', 'b1b3']",Draw as Black,B13: Caro-Kann
Live Chess,Chess.com,2022-09-27,omarsayeh,paolinho7,917,873,D20,1-0,omarsayeh won by resignation,"['d2d4', 'd7d5', 'c2c4', 'd5c4', 'e2e4', 'e7e6', 'g1f3', 'b8c6', 'b1c3', 'e6e5', 'd4e5', 'c8g4', 'f1c4', 'd8d1', 'c3d1', 'e8c8', 'e1g1', 'g4f3', 'g2f3', 'f8c5', 'c1g5', 'f7f6', 'e5f6', 'g7f6', 'g5f6', 'g8f6', 'c4e6', 'c8b8', 'd1c3', 'c5d4', 'a1d1', 'c6b4', 'c3b5', 'b4c2', 'e6b3', 'h8g8', 'g1h1', 'a7a6', 'b3g8', 'a6b5', 'g8b3', 'c2b4', 'a2a3', 'b4c6', 'f3f4', 'f6e4', 'b3e6', 'd8d6', 'f4f5', 'd6d8', 'f1g1', 'e4f2', 'h1g2', 'f2d1', 'g1d1', 'h7h5', 'h2h4', 'b5b4', 'd1f1', 'd4b2', 'a3b4', 'c6b4', 'f5f6', 'b2f6', 'f1f6', 'd8d2', 'g2f3', 'd2d1', 'f6h6', 'd1e1', 'e6b3', 'e1e5', 'f3f4', 'b4d3', 'f4f3', 'd3e1', 'f3f4', 'e5b5', 'b3f7', 'b5b4', 'f4g3', 'b4b3', 'f7b3', 'c7c5', 'h6h5', 'b7b5', 'h5c5', 'e1d3', 'c5b5']",Won as White,D20: Queen's gambit accepted
Live Chess,Chess.com,2022-09-27,Galenkevichdv,omarsayeh,943,903,B10,1-0,Galenkevichdv won by resignation,"['e2e4', 'c7c6', 'g1f3', 'd7d5', 'e4d5', 'c6d5', 'd2d4', 'g8f6', 'c2c4', 'c8g4', 'f1e2', 'e7e6', 'c4c5', 'b8c6', 'f3e5', 'g4f5', 'e5c6', 'b7c6', 'f2f3', 'h7h5', 'g2g4', 'h5g4', 'f3g4', 'f5g4', 'e2g4', 'f6g4', 'd1g4', 'd8a5', 'b1c3', 'g7g6', 'c1d2', 'a5d8', 'e1c1', 'h8g8', 'h1f1', 'f7f5', 'g4e2', 'a8b8', 'e2e6', 'd8e7', 'e6g8', 'b8b4', 'f1e1', 'b4d4', 'e1e7', 'e8e7', 'g8g6', 'd4b4', 'g6f5', 'd5d4', 'd1e1', 'e7d8', 'f5f8']",Lost as Black,The Complete Guide to Mastering the Caro-Kann Defense
Live Chess,Chess.com,2022-09-28,omarsayeh,rhobertt,906,879,D00,0-1,rhobertt won by resignation,"['d2d4', 'd7d5', 'c1f4', 'e7e6', 'g1f3', 'h7h6', 'h2h4', 'f8d6', 'f4e5', 'd6e5', 'f3e5', 'b8d7', 'b1d2', 'd7e5', 'd4e5', 'c7c6', 'e2e4', 'd5d4', 'd2c4', 'g8e7', 'c2c3', 'd4c3', 'b2c3', 'd8d1', 'a1d1', 'e8g8', 'c4d6', 'e7g6', 'f1d3', 'b7b6', 'e1g1', 'c6c5', 'd6c8', 'a8c8', 'd3a6', 'c8b8', 'd1d7', 'g6h4', 'd7a7', 'h4g6', 'a7b7', 'g6e5', 'b7b8', 'f8b8', 'f1d1', 'b8a8', 'a6b7', 'a8a2', 'd1d8', 'g8h7', 'f2f4', 'e5g6', 'd8d6', 'g6f4', 'd6b6', 'a2a3', 'g2g3', 'f4g6', 'b7d5', 'e6d5', 'e4d5', 'a3c3', 'd5d6', 'c3d3', 'g1f1', 'c5c4', 'f1e2', 'd3d5', 'e2e1', 'g6f8', 'b6b4', 'd5d6', 'b4c4', 'd6e6', 'e1f2', 'e6f6', 'f2g2', 'g7g5', 'g3g4', 'f8g6', 'g2g3', 'g6f4', 'c4e4', 'h7g6', 'e4e5', 'f6e6', 'e5e6', 'f7e6', 'g3f3', 'h6h5', 'g4h5', 'g6h5']",Lost as White,D00: Queen's pawn game
Live Chess,Chess.com,2022-09-28,omarsayeh,indianplayer1235,915,899,D00,1-0,omarsayeh won by resignation,"['d2d4', 'd7d5', 'c1f4', 'g8f6', 'e2e3', 'e7e6', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5c6', 'b7c6', 'b1c3', 'c8d7', 'f4g5', 'f8b4', 'f3e5', 'h7h6', 'g5f4', 'b4c3', 'b2c3', 'e8g8', 'd1f3', 'f6e4', 'f3g4', 'c6c5', 'f4h6', 'd8f6', 'e5d7', 'f6h6', 'd7f8', 'e4c3', 'f8d7', 'h6h7', 'd7c5', 'h7c2', 'e1g1', 'f7f6', 'c5e6', 'c3e2', 'g1h1', 'c2h7', 'g4e2', 'g8f7', 'e6c7', 'a8h8', 'h2h3', 'g7g5', 'c7d5', 'f6f5', 'a1b1', 'g5g4', 'b1b7']",Won as White,D00: Queen's pawn game
Live Chess,Chess.com,2022-09-28,omarsayeh,sifanele,907,896,A40,0-1,sifanele won on time,"['d2d4', 'c7c6', 'c1f4', 'g7g6', 'g1f3', 'h7h6', 'h2h4', 'e7e5', 'd4e5', 'd8a5', 'f4d2', 'a5b6', 'd2c3', 'f8g7', 'd1d2', 'g8e7', 'e5e6', 'g7c3', 'd2c3', 'h8h7', 'e6f7', 'h7f7', 'c3h8', 'f7f8', 'h8h6', 'c6c5', 'e2e4', 'b6b4', 'f3d2', 'b4b2', 'c2c3', 'b2a1', 'a2a3', 'b8c6', 'h4h5', 'g6g5', 'h6g5', 'b7b6', 'h5h6', 'c8b7', 'h6h7', 'e8c8', 'f1b5', 'f8h8', 'b5c6', 'b7c6', 'g5e7', 'd8e8', 'e7d6', 'c6e4', 'h1h4', 'e4b1', 'd2e4', 'b1e4', 'e1d2', 'a1b2', 'd2e3', 'b2c3', 'e3f4', 'h8f8', 'f4g4', 'e4f5', 'g4g5', 'c3c1', 'g5h5', 'f8h8', 'd6h6', 'h8h7', 'h6h7', 'f5h7', 'h5g4', 'e8g8', 'g4h3', 'h7f5']",Lost as White,A40: Queen's pawn
Live Chess,Chess.com,2022-09-29,raedzs,omarsayeh,947,915,A00,0-1,omarsayeh won by checkmate,"['e2e3', 'c7c6', 'd1f3', 'd7d5', 'c2c4', 'g8f6', 'c4d5', 'c6d5', 'b1a3', 'c8g4', 'f3g3', 'e7e5', 'g3e5', 'f8e7', 'h2h3', 'b8d7', 'f1b5', 'e8g8', 'b5d7', 'g4d7', 'g1f3', 'd7b5', 'a3b5', 'a7a6', 'b5c7', 'e7d6', 'e5f5', 'd8c7', 'e1g1', 'f6e4', 'f3g5', 'e4g5', 'f5g5', 'd6h2', 'g1h1', 'h2e5', 'd2d4', 'f7f6', 'g5f5', 'g7g6', 'f5f3', 'e5d6', 'f3d5', 'g8h8', 'b2b3', 'c7c3', 'd5d6', 'c3a1', 'h1g1', 'a8d8', 'd6a3', 'a1c3', 'g2g4', 'c3c6', 'c1b2', 'h8g7', 'f2f3', 'c6d6', 'f3f4', 'd6a3', 'b2a3', 'f8e8', 'f1e1', 'd8c8', 'g1f2', 'c8c2', 'f2f3', 'c2a2', 'a3c5', 'b7b5', 'g4g5', 'f6f5', 'e3e4', 'a2b2', 'b3b4', 'h7h6', 'e4f5', 'e8e1', 'g5h6', 'g7h6', 'f5f6', 'e1f1', 'f3e4', 'g6g5', 'f4g5', 'h6g5', 'e4e5', 'f1f6', 'c5e7', 'b2b4', 'e7f6', 'g5g6', 'd4d5', 'b4b3', 'h3h4', 'b3d3', 'd5d6', 'a6a5', 'f6g5', 'b5b4', 'e5e4', 'd3d6', 'e4e5', 'd6d1', 'e5f4', 'b4b3', 'f4g4', 'b3b2', 'h4h5', 'g6h7', 'g4f5', 'b2b1q', 'f5f6', 'b1b6', 'f6f7', 'd1d7', 'f7f8', 'b6b8', 'g5d8', 'b8d8']",Won as Black,A00: Polish (Sokolsky) opening
Live Chess,Chess.com,2022-09-30,omarsayeh,Motley10,923,884,D00,1-0,omarsayeh won by checkmate,"['d2d4', 'd7d5', 'c1f4', 'b8c6', 'e2e3', 'a7a6', 'g1f3', 'g8f6', 'b1c3', 'e7e6', 'f1d3', 'f8b4', 'e1g1', 'b4c3', 'b2c3', 'e8g8', 'c3c4', 'd5c4', 'd3c4', 'f6e4', 'd4d5', 'c6e7', 'd5e6', 'd8d1', 'f1d1', 'f7f6', 'f4c7', 'g8h8', 'c7d6', 'f8e8', 'd6e7', 'e8e7', 'd1d8', 'e7e8', 'd8e8']",Won as White,D00: Queen's pawn game
Live Chess,Chess.com,2022-09-30,omarsayeh,feldmanfeldman,932,943,D00,1-0,omarsayeh won by resignation,"['d2d4', 'd7d5', 'c1f4', 'b8c6', 'e2e3', 'g8f6', 'g1f3', 'c8g4', 'f1e2', 'e7e6', 'b1c3', 'f6e4', 'c3e4', 'd5e4', 'f3g5', 'g4e2', 'd1e2', 'e6e5', 'd4e5', 'c6e5', 'f4e5', 'd8g5', 'e5c7', 'g5g2', 'e2b5', 'e8e7', 'b5e5', 'e7d7', 'e1c1']",Won as White,D00: Queen's pawn game
Live Chess,Chess.com,2022-09-30,Roberto111005,omarsayeh,877,939,B10,0-1,omarsayeh won by resignation,"['e2e4', 'c7c6', 'g1f3', 'd7d5', 'e4e5', 'f7f6', 'd2d4', 'e7e6', 'f1e2', 'c6c5', 'c2c4', 'c5d4', 'd1d4', 'b8c6', 'd4d2', 'f6e5', 'c4d5', 'f8b4', 'b1c3', 'e5e4', 'a2a3', 'b4c3', 'd2c3', 'c6e7', 'c3g7', 'd8d5', 'g7h8', 'c8d7', 'f3e5', 'd7b5', 'e2b5', 'd5b5', 'e5f7', 'e8f7', 'h8h7', 'f7e8', 'h7e4', 'a8d8', 'c1g5', 'b5g5', 'e1g1', 'g8f6', 'e4b7', 'f6g4', 'h2h3', 'g4e5', 'b7b5', 'e5d7', 'f1e1', 'g5b5']",Won as Black,The Complete Guide to Mastering the Caro-Kann Defense
Live Chess,Chess.com,2022-09-30,omarsayeh,Joxelino,931,896,A40,1-0,omarsayeh won - game abandoned,"['d2d4', 'e7e5', 'g1f3', 'd8f6', 'c1g5', 'f6f5', 'b1c3', 'e5d4', 'd1d4', 'b8c6', 'd4d5', 'f5c2', 'd5e4', 'c6e7', 'e4c2', 'f7f6', 'g5f4', 'g7g5', 'f4g3', 'd7d6', 'e2e4', 'f6f5', 'f1c4', 'f5e4', 'c2e4', 'c8f5', 'e4e3']",Won as White,A40: Queen's pawn
Live Chess,Chess.com,2022-09-30,Dragan_19,omarsayeh,966,923,B10,1-0,Dragan_19 won by checkmate,"['e2e4', 'c7c6', 'g1f3', 'd7d5', 'e4d5', 'c6d5', 'c2c3', 'g8f6', 'd1b3', 'b8c6', 'f1b5', 'a7a6', 'b5c6', 'b7c6', 'e1g1', 'c8f5', 'c3c4', 'e7e6', 'c4d5', 'e6e5', 'f3e5', 'd8d5', 'b3b7', 'a8d8', 'e5c6', 'f5c8', 'f1e1', 'f8e7', 'b7e7']",Lost as Black,The Complete Guide to Mastering the Caro-Kann Defense
Live Chess,Chess.com,2022-09-30,david32453,omarsayeh,943,931,B13,1-0,david32453 won by checkmate,"['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4d5', 'c6d5', 'b1c3', 'g8f6', 'c1g5', 'b8c6', 'g5f6', 'g7f6', 'f1b5', 'c8d7', 'b5d3', 'c6b4', 'd1h5', 'b4c2', 'd3c2', 'd8b6', 'e1c1', 'a7a5', 'h5d5', 'd7c6', 'd5b3', 'e7e5', 'b3b6', 'e5d4', 'b6d4', 'c6g2', 'g1e2', 'g2h1', 'd1h1', 'a8d8', 'd4f6', 'h8g8', 'h1e1', 'g8g2', 'e2d4', 'f8e7', 'f6e7']",Lost as Black,B13: Caro-Kann
Live Chess,Chess.com,2022-09-30,basshack,omarsayeh,889,938,B12,0-1,omarsayeh won on time,"['d2d4', 'c7c6', 'e2e4', 'd7d5', 'f2f3', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'b8d7', 'g1e2', 'c6c5', 'e2f4', 'd7b6', 'f1d3', 'd5c4', 'd3c4', 'b6c4', 'd1a4', 'f6d7', 'a4c4', 'd7b6', 'c4e2', 'c5d4', 'c3b5', 'f8c5', 'e1g1', 'e8g8', 'g1h1', 'e6e5', 'f4d3', 'c5e7', 'd3e5', 'c8e6', 'b2b3', 'a7a6', 'b5a3', 'b6d7', 'e5d3', 'b7b5', 'a3c2', 'a6a5', 'c2d4', 'e6h3', 'd4c6', 'd8e8', 'e2c2', 'e7d6', 'e4e5', 'd7e5', 'c6e5', 'd6e5', 'd3e5', 'e8e5', 'c1b2', 'e5h5', 'a1e1', 'h5g5', 'f1f2', 'f8e8', 'e1e4', 'e8e6', 'b2c1', 'g5g6', 'e4h4', 'e6e1', 'f2f1', 'g6g2', 'c2g2', 'h3g2', 'h1g2', 'e1f1', 'g2f1', 'g7g6', 'c1d2', 'a5a4', 'b3b4', 'a8c8', 'h4d4', 'c8c2', 'd2g5', 'c2a2', 'd4d8', 'g8g7', 'h2h4', 'a2a1', 'f1g2', 'a1a2', 'g2g3', 'a2e2', 'h4h5', 'g6h5', 'g3h4', 'a4a3', 'd8d6', 'a3a2', 'g5f6', 'g7g6', 'f6d4', 'g6f5', 'd6d5', 'f5f4', 'h4h5', 'a2a1q', 'd5b5', 'a1d4', 'h5h4', 'f4f3']",Won as Black,B12: Caro-Kann defence
Live Chess,Chess.com,2022-10-01,omarsayeh,pushkarmujumdar,922,961,D00,0-1,pushkarmujumdar won by checkmate,"['d2d4', 'd7d5', 'c1f4', 'b8c6', 'g1f3', 'g8f6', 'b1d2', 'c8f5', 'e2e3', 'c6b4', 'f1b5', 'c7c6', 'c2c3', 'b4c2', 'd1c2', 'f5c2', 'b5c6', 'b7c6', 'f3e5', 'd8b6', 'e1g1', 'b6b2', 'e5c6', 'b2c3', 'a1c1', 'c3d2', 'f4g5', 'h7h6', 'g5f6', 'g7f6', 'c6e7', 'f8e7', 'c1c2', 'd2c2', 'f1c1', 'c2c1']",Lost as White,D00: Queen's pawn game
Live Chess,Chess.com,2022-10-01,omarsayeh,Daogiahy,938,882,D00,1-0,omarsayeh won by resignation,"['d2d4', 'd7d5', 'c1f4', 'h7h6', 'g1f3', 'b8c6', 'e2e3', 'a7a6', 'h2h4', 'e7e6', 'b1d2', 'f7f6', 'e3e4', 'd5e4', 'd2e4', 'b7b6', 'g2g4', 'd8e7', 'f1c4', 'e7b4', 'c2c3', 'b4c4', 'e4d2', 'c4b5', 'a2a4', 'b5b2', 'c3c4', 'b2b4', 'a1b1', 'b4d6', 'f4d6', 'f8d6', 'e1g1']",Won as White,D00: Queen's pawn game
